ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code
CYVP,medium_airport,Kuujjuaq Airport,58.09609985,-68.42690277,129,NA,CA,CA-QC,Kuujjuaq,CYVP,YVP,
CYVQ,medium_airport,Norman Wells Airport,65.28160095,-126.7979965,238,NA,CA,CA-NT,Norman Wells,CYVQ,YVQ,
CYVR,large_airport,Vancouver International Airport,49.19390106,-123.1839981,14,NA,CA,CA-BC,Vancouver,CYVR,YVR,
CYVT,small_airport,Buffalo Narrows Airport,55.84189987,-108.4179993,1423,NA,CA,CA-SK,Buffalo Narrows,CYVT,YVT,
CYVV,medium_airport,Wiarton Airport,44.74580002,-81.10720062,729,NA,CA,CA-ON,Wiarton,CYVV,YVV,
CYVZ,medium_airport,Deer Lake Airport,52.65579987,-94.06140137,1092,NA,CA,CA-ON,Deer Lake,CYVZ,YVZ,
CYWA,medium_airport,Petawawa Airport,45.95220184,-77.31919861,427,NA,CA,CA-ON,Petawawa,CYWA,YWA,
CYWG,large_airport,Winnipeg / James Armstrong Richardson International Airport,49.90999985,-97.23989868,783,NA,CA,CA-MB,Winnipeg,CYWG,YWG,YWG
CYWH,seaplane_base,Victoria Harbour Seaplane Base,48.42498589,-123.3888674,,NA,CA,CA-BC,Victoria,CYWH,YWH,
CYWJ,medium_airport,Déline Airport,65.21109772,-123.435997,703,NA,CA,CA-NT,Déline,CYWJ,YWJ,
CYWK,medium_airport,Wabush Airport,52.9219017,-66.86440277,1808,NA,CA,CA-NL,Wabush,CYWK,YWK,
CYWL,medium_airport,Williams Lake Airport,52.18310165,-122.0540009,3085,NA,CA,CA-BC,Williams Lake,CYWL,YWL,
CYWP,medium_airport,Webequie Airport,52.9593934,-87.37486839,685,NA,CA,CA-ON,Webequie,CYWP,YWP,
CYWY,medium_airport,Wrigley Airport,63.20940018,-123.4369965,489,NA,CA,CA-NT,Wrigley,CYWY,YWY,
CYXC,medium_airport,Cranbrook Airport,49.6108017,-115.7819977,3082,NA,CA,CA-BC,Cranbrook,CYXC,YXC,
CYXD,closed,Edmonton City Centre (Blatchford Field) Airport,53.57249832,-113.5210037,2202,NA,CA,CA-AB,Edmonton,CYXD,YXD,CYXD
CYXE,medium_airport,Saskatoon John G. Diefenbaker International Airport,52.17079926,-106.6999969,1653,NA,CA,CA-SK,Saskatoon,CYXE,YXE,
CYXH,medium_airport,Medicine Hat Airport,50.01890182,-110.7210007,2352,NA,CA,CA-AB,Medicine Hat,CYXH,YXH,
CYXI,closed,Bonnechere Airport,45.6631012,-77.60279846,595,NA,CA,CA-ON,Killaloe,CYXI,YXI,
CYXJ,medium_airport,Fort St John Airport,56.23809814,-120.7399979,2280,NA,CA,CA-BC,Fort St.John,CYXJ,YXJ,
CYXK,medium_airport,Rimouski Airport,48.47809982,-68.49690247,82,NA,CA,CA-QC,Rimouski,CYXK,YXK,
CYXL,medium_airport,Sioux Lookout Airport,50.11389923,-91.90529633,1258,NA,CA,CA-ON,Sioux Lookout,CYXL,YXL,
CYXN,medium_airport,Whale Cove Airport,62.24000168,-92.59809875,40,NA,CA,CA-NU,Whale Cove,CYXN,YXN,
CYXP,medium_airport,Pangnirtung Airport,66.14499664,-65.71360016,75,NA,CA,CA-NU,Pangnirtung,CYXP,YXP,
CYXQ,medium_airport,Beaver Creek Airport,62.41030121,-140.8670044,2131,NA,CA,CA-YT,Beaver Creek,CYXQ,YXQ,
CYXR,medium_airport,Earlton (Timiskaming Regional) Airport,47.69740065,-79.84734535,800,NA,CA,CA-ON,Earlton,CYXR,YXR,
CYXS,medium_airport,Prince George Airport,53.88940048,-122.6790009,2267,NA,CA,CA-BC,Prince George,CYXS,YXS,
CYXT,medium_airport,Terrace Airport,54.46849823,-128.576004,713,NA,CA,CA-BC,Terrace,CYXT,YXT,
CYXU,large_airport,London Airport,43.03559875,-81.15390015,912,NA,CA,CA-ON,London,CYXU,YXU,
CYXX,medium_airport,Abbotsford Airport,49.02529907,-122.3610001,195,NA,CA,CA-BC,Abbotsford,CYXX,YXX,
CYXY,medium_airport,Whitehorse / Erik Nielsen International Airport,60.70959854,-135.0670013,2317,NA,CA,CA-YT,Whitehorse,CYXY,YXY,
CYXZ,medium_airport,Wawa Airport,47.96670151,-84.78669739,942,NA,CA,CA-ON,Wawa,CYXZ,YXZ,
CYYB,medium_airport,North Bay Airport,46.36360168,-79.42279816,1215,NA,CA,CA-ON,North Bay,CYYB,YYB,
CYYC,large_airport,Calgary International Airport,51.11389923,-114.0199966,3557,NA,CA,CA-AB,Calgary,CYYC,YYC,
CYYD,medium_airport,Smithers Airport,54.8246994,-127.1829987,1712,NA,CA,CA-BC,Smithers,CYYD,YYD,
CYYE,medium_airport,Fort Nelson Airport,58.83639908,-122.5970001,1253,NA,CA,CA-BC,Fort Nelson,CYYE,YYE,
CYYF,medium_airport,Penticton Airport,49.46310043,-119.6019974,1129,NA,CA,CA-BC,Penticton,CYYF,YYF,
CYYG,medium_airport,Charlottetown Airport,46.29000092,-63.12110138,160,NA,CA,CA-PE,Charlottetown,CYYG,YYG,
CYYH,medium_airport,Taloyoak Airport,69.54669952,-93.5766983,92,NA,CA,CA-NU,Taloyoak,CYYH,YYH,
CYYJ,large_airport,Victoria International Airport,48.64690018,-123.4260025,63,NA,CA,CA-BC,Victoria,CYYJ,YYJ,
CYYL,medium_airport,Lynn Lake Airport,56.86389923,-101.0759964,1170,NA,CA,CA-MB,Lynn Lake,CYYL,YYL,
CYYM,small_airport,Cowley Airport,49.63639832,-114.0940018,3876,NA,CA,CA-AB,Cowley,CYYM,YYM,YYM
CYYN,medium_airport,Swift Current Airport,50.29190063,-107.6910019,2680,NA,CA,CA-SK,Swift Current,CYYN,YYN,
CYYQ,medium_airport,Churchill Airport,58.73920059,-94.06500244,94,NA,CA,CA-MB,Churchill,CYYQ,YYQ,
CYYR,medium_airport,Goose Bay Airport,53.31919861,-60.42580032,160,NA,CA,CA-NL,Goose Bay,CYYR,YYR,
CYYT,large_airport,St. John's International Airport,47.61859894,-52.75189972,461,NA,CA,CA-NL,St. John's,CYYT,YYT,
CYYU,medium_airport,Kapuskasing Airport,49.41389847,-82.46749878,743,NA,CA,CA-ON,Kapuskasing,CYYU,YYU,
CYYW,medium_airport,Armstrong Airport,50.29029846,-88.90969849,1058,NA,CA,CA-ON,Armstrong,CYYW,YYW,
CYYY,medium_airport,Mont Joli Airport,48.60860062,-68.20809937,172,NA,CA,CA-QC,Mont-Joli,CYYY,YYY,
CYYZ,large_airport,Lester B. Pearson International Airport,43.67720032,-79.63059998,569,NA,CA,CA-ON,Toronto,CYYZ,YYZ,YYZ
CYZD,medium_airport,Downsview Airport,43.74250031,-79.46559906,652,NA,CA,CA-ON,Toronto,CYZD,YZD,
CYZE,medium_airport,Gore Bay Manitoulin Airport,45.88529968,-82.56780243,635,NA,CA,CA-ON,Gore Bay,CYZE,YZE,
CYZF,medium_airport,Yellowknife Airport,62.46279907,-114.4400024,675,NA,CA,CA-NT,Yellowknife,CYZF,YZF,
CYZG,medium_airport,Salluit Airport,62.1794014,-75.66719818,743,NA,CA,CA-QC,Salluit,CYZG,YZG,
CYZH,medium_airport,Slave Lake Airport,55.29309845,-114.7770004,1912,NA,CA,CA-AB,Slave Lake,CYZH,YZH,
CYZP,medium_airport,Sandspit Airport,53.25429916,-131.8139954,21,NA,CA,CA-BC,Sandspit,CYZP,YZP,
CYZR,medium_airport,Chris Hadfield Airport,42.99940109,-82.30889893,594,NA,CA,CA-ON,Sarnia,CYZR,YZR,
CYZS,medium_airport,Coral Harbour Airport,64.19329834,-83.35939789,210,NA,CA,CA-NU,Coral Harbour,CYZS,YZS,
CYZT,medium_airport,Port Hardy Airport,50.68059921,-127.3669968,71,NA,CA,CA-BC,Port Hardy,CYZT,YZT,
CYZU,medium_airport,Whitecourt Airport,54.14390182,-115.7870026,2567,NA,CA,CA-AB,Whitecourt,CYZU,YZU,
CYZV,medium_airport,Sept-Îles Airport,50.22330093,-66.26560211,180,NA,CA,CA-QC,Sept-Îles,CYZV,YZV,
CYZW,medium_airport,Teslin Airport,60.17279816,-132.7429962,2313,NA,CA,CA-YT,Teslin,CYZW,YZW,
CYZX,medium_airport,CFB Greenwood,44.9844017,-64.91690063,92,NA,CA,CA-NS,Greenwood,CYZX,YZX,
CZAC,medium_airport,York Landing Airport,56.08940125,-96.08920288,621,NA,CA,CA-MB,York Landing,CZAC,ZAC,
CZAM,medium_airport,Salmon Arm Airport,50.68280029,-119.2289963,1751,NA,CA,CA-BC,Salmon Arm,CZAM,YSN,
CZBB,medium_airport,Boundary Bay Airport,49.07419968,-123.012001,6,NA,CA,CA-BC,Vancouver,CZBB,YDT,
CZBD,medium_airport,Ilford Airport,56.06140137,-95.61389923,642,NA,CA,CA-MB,Ilford,CZBD,ILF,
CZBF,medium_airport,Bathurst Airport,47.62969971,-65.73889923,193,NA,CA,CA-NB,Bathurst,CZBF,ZBF,
CZBM,medium_airport,Bromont (Roland Desourdy) Airport,45.29079819,-72.74140167,375,NA,CA,CA-QC,Bromont,CZBM,ZBM,
CZEE,medium_airport,Kelsey Airport,56.03749847,-96.50969696,600,NA,CA,CA-MB,Kelsey,CZEE,KES,ZEE
CZEM,medium_airport,Eastmain River Airport,52.22639847,-78.52249908,24,NA,CA,CA-QC,Eastmain River,CZEM,ZEM,
CZFA,medium_airport,Faro Airport,62.20750046,-133.3760071,2351,NA,CA,CA-YT,Faro,CZFA,ZFA,
CZFD,medium_airport,Fond-Du-Lac Airport,59.33440018,-107.1819992,814,NA,CA,CA-SK,Fond-Du-Lac,CZFD,ZFD,
CZFG,medium_airport,Pukatawagan Airport,55.74919891,-101.2659988,958,NA,CA,CA-MB,Pukatawagan,CZFG,XPK,ZFG
CZFM,medium_airport,Fort Mcpherson Airport,67.40750122,-134.8609924,116,NA,CA,CA-NT,Fort Mcpherson,CZFM,ZFM,
CZFN,medium_airport,Tulita Airport,64.90969849,-125.572998,332,NA,CA,CA-NT,Tulita,CZFN,ZFN,
CZGF,medium_airport,Grand Forks Airport,49.0155983,-118.4309998,1720,NA,CA,CA-BC,Grand Forks,CZGF,ZGF,
CZGI,medium_airport,Gods River Airport,54.83969879,-94.07859802,627,NA,CA,CA-MB,Gods River,CZGI,ZGI,
CZGR,medium_airport,Little Grand Rapids Airport,52.04560089,-95.46579742,1005,NA,CA,CA-MB,Little Grand Rapids,CZGR,ZGR,
CZHP,small_airport,High Prairie Airport,55.39360046,-116.4749985,1974,NA,CA,CA-AB,High Prairie,CZHP,ZHP,
CZJ,small_airport,Corazón de Jesús Airport,9.4446,-78.5888,8,NA,PA,PA-Q,Corazón de Jesús and Narganá Islands,,CZJ,
CZJG,medium_airport,Jenpeg Airport,54.51890182,-98.0460968,729,NA,CA,CA-MB,Jenpeg,CZJG,ZJG,
CZJN,medium_airport,Swan River Airport,52.12060165,-101.2360001,1100,NA,CA,CA-MB,Swan River,CZJN,ZJN,
CZKE,medium_airport,Kashechewan Airport,52.28250122,-81.67780304,35,NA,CA,CA-ON,Kashechewan,CZKE,ZKE,
CZLQ,medium_airport,Thicket Portage Airport,55.31890106,-97.70780182,678,NA,CA,CA-MB,Thicket Portage,CZLQ,YTD,
CZMD,medium_airport,Muskrat Dam Airport,53.44139862,-91.76280212,911,NA,CA,CA-ON,Muskrat Dam,CZMD,MSA,
CZML,small_airport,South Cariboo Region / 108 Mile Airport,51.73609924,-121.3330002,3126,NA,CA,CA-BC,108 Mile,CZML,ZMH,
CZMN,medium_airport,Pikwitonei Airport,55.58890152,-97.16419983,630,NA,CA,CA-MB,Pikwitonei,CZMN,PIW,
CZMT,medium_airport,Masset Airport,54.02750015,-132.125,25,NA,CA,CA-BC,Masset,CZMT,ZMT,
CZN,small_airport,Chisana Airport,62.07120132,-142.0480042,3318,NA,US,US-AK,Chisana,CZN,CZN,CZN
CZNG,medium_airport,Poplar River Airport,52.99652588,-97.27419376,728,NA,CA,CA-MB,Poplar River,CZNG,XPP,
CZPB,medium_airport,Sachigo Lake Airport,53.89110184,-92.1964035,876,NA,CA,CA-ON,Sachigo Lake,CZPB,ZPB,
CZPC,medium_airport,Pincher Creek Airport,49.52059937,-113.9970016,3903,NA,CA,CA-AB,Pincher Creek,CZPC,WPC,
CZPO,small_airport,Pinehouse Lake Airport,55.52809906,-106.5820007,1278,NA,CA,CA-SK,Pinehouse Lake,CZPO,ZPO,
CZRJ,medium_airport,Round Lake (Weagamow Lake) Airport,52.9435997,-91.31279755,974,NA,CA,CA-ON,Round Lake,CZRJ,ZRJ,
CZSJ,medium_airport,Sandy Lake Airport,53.06420135,-93.3443985,951,NA,CA,CA-ON,Sandy Lake,CZSJ,ZSJ,
CZSN,medium_airport,South Indian Lake Airport,56.7928009,-98.90720367,951,NA,CA,CA-MB,South Indian Lake,CZSN,XSI,ZSN
CZST,medium_airport,Stewart Airport,55.93541045,-129.9824345,24,NA,CA,CA-BC,Stewart,CZST,ZST,CZST
CZSW,seaplane_base,Prince Rupert/Seal Cove Seaplane Base,54.33330154,-130.2830048,,NA,CA,CA-BC,,CZSW,ZSW,
CZTA,small_airport,Bloodvein River Airport,51.784568,-96.692305,721,NA,CA,CA-MB,Bloodvein River,CZTA,YDV,ZTA
CZTM,medium_airport,Shamattawa Airport,55.86560059,-92.08139801,289,NA,CA,CA-MB,Shamattawa,CZTM,ZTM,
CZUC,medium_airport,Ignace Municipal Airport,49.42969894,-91.71779633,1435,NA,CA,CA-ON,Ignace,CZUC,ZUC,
CZUM,small_airport,Churchill Falls Airport,53.56190109,-64.10639954,1442,NA,CA,CA-NL,Churchill Falls,CZUM,ZUM,
CZWH,medium_airport,Lac Brochet Airport,58.61750031,-101.4690018,1211,NA,CA,CA-MB,Lac Brochet,CZWH,XLB,ZWH
CZWL,medium_airport,Wollaston Lake Airport,58.10689926,-103.1719971,1360,NA,CA,CA-SK,Wollaston Lake,CZWL,ZWL,
D66,small_airport,Delta Junction Airport,64.05039978,-145.7169952,1150,NA,US,US-AK,Delta Junction,D66,DJN,D66
DA14,small_airport,Mostaganem Airport,35.90879822,0.149382994,732,AF,DZ,DZ-27,,DA14,MQV,DA14
DAAB,medium_airport,Blida Airport,36.50360107,2.814169884,535,AF,DZ,DZ-09,,DAAB,QLD,
DAAD,medium_airport,Bou Saada Airport,35.33250046,4.206389904,1506,AF,DZ,DZ-28,,DAAD,BUJ,
DAAE,medium_airport,Soummam Airport,36.7120018,5.069920063,20,AF,DZ,DZ-06,Béjaïa,DAAE,BJA,
DAAG,large_airport,Houari Boumediene Airport,36.69100189,3.215409994,82,AF,DZ,DZ-35,Algiers,DAAG,ALG,
DAAJ,medium_airport,Djanet Inedbirene Airport,24.2928009,9.452440262,3176,AF,DZ,DZ-33,Djanet,DAAJ,DJG,
DAAK,medium_airport,Boufarik Airport,36.54579926,2.876110077,335,AF,DZ,DZ-09,,DAAK,QFD,
DAAP,medium_airport,Illizi Takhamalt Airport,26.7234993,8.622650146,1778,AF,DZ,DZ-33,Illizi,DAAP,VVZ,
DAAS,medium_airport,Ain Arnat Airport,36.17810059,5.32449007,3360,AF,DZ,DZ-19,Sétif,DAAS,QSF,
DAAT,medium_airport,Aguenar – Hadj Bey Akhamok Airport,22.81150055,5.451079845,4518,AF,DZ,DZ-11,Tamanrasset,DAAT,TMR,
DAAV,medium_airport,Jijel Ferhat Abbas Airport,36.79510117,5.87361002,36,AF,DZ,DZ-18,Jijel,DAAV,GJL,
DAAY,medium_airport,Mecheria Airport,33.53590012,-0.242353007,3855,AF,DZ,DZ-45,Mecheria,DAAY,MZW,
DAAZ,medium_airport,Relizane Airport,35.75220108,0.626272023,282,AF,DZ,DZ-48,,DAAZ,QZN,
DABB,medium_airport,Annaba Airport,36.82220078,7.809169769,16,AF,DZ,DZ-36,Annabah,DABB,AAE,
DABC,medium_airport,Mohamed Boudiaf International Airport,36.27600098,6.620389938,2265,AF,DZ,DZ-25,Constantine,DABC,CZL,
DABO,small_airport,Oum el Bouaghi airport,35.87969971,7.270800114,2980,AF,DZ,DZ-04,Oum El Bouaghi,DAEO,QMH,
DABP,closed,Skikda Airport,36.8641,6.9516,27,AF,DZ,DZ-21,Skikda,DABP,SKI,
DABS,medium_airport,Cheikh Larbi Tébessi Airport,35.43159866,8.12071991,2661,AF,DZ,DZ-12,Tébessi,DABS,TEE,
DABT,medium_airport,Batna Airport,35.7521019,6.308589935,2697,AF,DZ,DZ-05,Batna,DABT,BLJ,
DAF,small_airport,Daup Airport,-4.7403,145.9515,280,OC,PG,PG-MPM,,,DAF,DAUP
DAFH,medium_airport,Hassi R'Mel Airport,32.93040085,3.311539888,2540,AF,DZ,DZ-03,,DAFH,HRM,
DAFI,small_airport,Tsletsi Airport,34.6657,3.351,,AF,DZ,DZ-17,,DAFI,QDJ,
DAO,small_airport,Dabo Airport,-8.431944444,147.8430556,118,OC,PG,PG-NPP,,,DAO,DABO
DAOB,medium_airport,Bou Chekif Airport,35.34109879,1.463150024,3245,AF,DZ,DZ-14,Tiaret,DAOB,TID,
DAOF,medium_airport,Tindouf Airport,27.7003994,-8.167099953,1453,AF,DZ,DZ-37,Tindouf,DAOF,TIN,
DAOI,medium_airport,Ech Cheliff Airport,36.21269989,1.331769943,463,AF,DZ,DZ-02,,DAOI,CFK,
DAOL,medium_airport,Tafaraoui Airport,35.54240036,-0.532278001,367,AF,DZ,DZ-31,,DAOL,TAF,
DAON,medium_airport,Zenata – Messali El Hadj Airport,35.01670074,-1.450000048,814,AF,DZ,DZ-13,Tlemcen,DAON,TLM,
DAOO,medium_airport,Es Senia Airport,35.62390137,-0.621182978,295,AF,DZ,DZ-31,Oran,DAOO,ORN,
DAOR,medium_airport,Béchar Boudghene Ben Ali Lotfi Airport,31.64570045,-2.269860029,2661,AF,DZ,DZ-08,Béchar,DAOR,CBH,
DAOS,small_airport,Sidi Bel Abbes Airport,35.17179871,-0.593275011,1614,AF,DZ,DZ-22,Sidi Bel Abbès,DAOS,BFW,
DAOV,medium_airport,Ghriss Airport,35.20769882,0.147141993,1686,AF,DZ,DZ-29,,DAOV,MUW,
DAOY,small_airport,El Bayadh Airport,33.72166667,1.0925,4493,AF,DZ,DZ-32,El Bayadh,DAOY,EBH,
DATG,small_airport,In Guezzam Airport,19.56699944,5.75,1312,AF,DZ,DZ-11,In Guezzam,DATG,INF,
DATM,small_airport,Bordj Badji Mokhtar Airport,21.375,0.923888981,1303,AF,DZ,DZ-01,Bordj Badji Mokhtar,DATM,BMW,
DAUA,medium_airport,Touat Cheikh Sidi Mohamed Belkebir Airport,27.83760071,-0.186414003,919,AF,DZ,DZ-01,,DAUA,AZR,
DAUB,medium_airport,Biskra Airport,34.79330063,5.738230228,289,AF,DZ,DZ-07,Biskra,DAUB,BSK,
DAUE,medium_airport,El Golea Airport,30.57130051,2.859590054,1306,AF,DZ,DZ-47,,DAUE,ELG,
DAUG,medium_airport,Noumérat - Moufdi Zakaria Airport,32.38410187,3.79411006,1512,AF,DZ,DZ-47,Ghardaïa,DAUG,GHA,
DAUH,medium_airport,Oued Irara Airport,31.67300034,6.140439987,463,AF,DZ,DZ-30,Hassi Messaoud,DAUH,HME,
DAUI,medium_airport,In Salah Airport,27.25099945,2.512020111,896,AF,DZ,DZ-11,In Salah,DAUI,INZ,
DAUK,medium_airport,Touggourt Sidi Madhi Airport,33.06779861,6.088669777,279,AF,DZ,DZ-30,Touggourt,DAUK,TGR,
DAUL,medium_airport,Laghouat Airport,33.76440048,2.928339958,2510,AF,DZ,DZ-03,Laghouat,DAUL,LOO,
DAUO,medium_airport,Guemar Airport,33.51139832,6.776790142,203,AF,DZ,DZ-39,Guemar,DAUO,ELU,
DAUT,medium_airport,Timimoun Airport,29.2371006,0.276033014,1027,AF,DZ,DZ-01,Timimoun,DAUT,TMX,
DAUU,medium_airport,Ain el Beida Airport,31.91720009,5.412779808,492,AF,DZ,DZ-30,Ouargla,DAUU,OGX,
DAUZ,medium_airport,In Aménas Airport,28.05150032,9.642910004,1847,AF,DZ,DZ-33,Aménas,DAUZ,IAM,
DBBB,medium_airport,Cadjehoun Airport,6.357230186,2.384350061,19,AF,BJ,BJ-AQ,Cotonou,DBBB,COO,
DBBD,small_airport,Djougou Airport,9.692083333,1.637777778,1480,AF,BJ,BJ-DO,Djougou,DBBD,DJA,
DBBK,small_airport,Kandi Airport,11.13300037,2.933000088,951,AF,BJ,BJ-AL,Kandi,DBBK,KDC,
DBBN,small_airport,Natitingou Airport,10.31700039,1.383000016,1411,AF,BJ,BJ-AK,Natitingou,DBBN,NAE,
DBBP,small_airport,Parakou Airport,9.357689857,2.609679937,1266,AF,BJ,BJ-BO,Parakou,DBBP,PKO,
DBBS,small_airport,Savé Airport,8.018170357,2.464580059,597,AF,BJ,BJ-CO,Savé,DBBS,SVF,
DBP,small_airport,Debepare Airport,-6.308611111,141.9055556,360,OC,PG,PG-WPD,Debepare,AYDB,DBP,DBP
DBU,seaplane_base,Dambulu Oya Tank Seaplane Base,7.8604,80.6304,535,AS,LK,LK-2,Dambulla,,DBU,
DCG,seaplane_base,Dubai Creek SPB,25.24222222,55.33138889,,AS,AE,AE-DU,Dubai,,DCG,
DCK,small_airport,Dahl Creek Airport,66.94329834,-156.9049988,260,NA,US,US-AK,Dahl Creek,DCK,DCK,DCK
DCR,small_airport,Decatur HI-Way Airfield,40.837548,-84.862464,842,NA,US,US-IN,Decatur,,DCR,DCR
DDM,small_airport,Dodoima Airport,-8.177361111,147.8094444,75,OC,PG,PG-NPP,,,DDM,DDM
DER,small_airport,Derim Airport,-6.144722222,147.1072222,4850,OC,PG,PG-MPL,Derim,AYDE,DER,DEM
DFCA,small_airport,Kaya Airport,13.06700039,-1.100000024,984,AF,BF,BF-SMT,Kaya,DFCA,XKY,
DFCC,small_airport,Ouahigouya Airport,13.56700039,-2.417000055,1106,AF,BF,BF-YAT,Ouahigouya,DFCC,OUG,
DFCJ,small_airport,Djibo Airport,14.10000038,-1.633000016,1001,AF,BF,BF-SOM,Djibo,DFCJ,XDJ,
DFCL,small_airport,Leo Airport,11.10000038,-2.099999905,1181,AF,BF,BF-SIS,Leo,DFCL,XLU,
DFCP,small_airport,Po Airport,11.14999962,-1.149999976,1050,AF,BF,BF-NAO,Po,DFCP,PUP,
DFEA,small_airport,Boulsa Airport,12.64999962,-0.566999972,984,AF,BF,BF-NAM,Boulsa,DFEA,XBO,
DFEB,small_airport,Bogande Airport,12.9829998,-0.166999996,984,AF,BF,BF-GNA,Bogande,DFEB,XBG,
DFED,small_airport,Diapaga Airport,12.05000019,1.782999992,951,AF,BF,BF-TAP,Diapaga,DFED,DIP,
DFEE,small_airport,Dori Airport,14.03299999,-0.033,919,AF,BF,BF-SEN,Dori,DFEE,DOR,
DFEF,small_airport,Fada N'gourma Airport,12.03299999,0.349999994,1011,AF,BF,BF-GOU,Fada N'gourma,DFEF,FNG,
DFEG,small_airport,Gorom-Gorom Airport,14.44999981,-0.232999995,935,AF,BF,BF-OUD,Gorom-Gorom,DFEG,XGG,
DFEL,small_airport,Kantchari Airport,12.46700001,1.5,879,AF,BF,BF-TAP,Kantchari,DFEL,XKA,
DFEM,small_airport,Tambao Airport,14.80000019,0.050000001,820,AF,BF,BF-OUD,Tambao,DFEM,TMQ,
DFEP,small_airport,Pama Airport,11.25,0.699999988,699,AF,BF,BF-KMP,Pama,DFEP,XPA,
DFER,small_airport,Arly Airport,11.59700012,1.48300004,761,AF,BF,BF-TAP,Arly,DFER,ARL,
DFES,small_airport,Sebba Airport,13.44999981,0.51700002,886,AF,BF,BF-SEN,Sebba,DFES,XSE,
DFET,small_airport,Tenkodogo Airport,11.80000019,-0.367000014,1017,AF,BF,BF-BLG,Tenkodogo,DFET,TEG,
DFEZ,small_airport,Zabré Airport,11.16699982,-0.616999984,886,AF,BF,BF-BLG,Zabré,DFEZ,XZA,
DFFD,medium_airport,Ouagadougou Airport,12.35319996,-1.512420058,1037,AF,BF,BF-KAD,Ouagadougou,DFFD,OUA,
DFOB,small_airport,Banfora Airport,10.68299961,-4.717000008,984,AF,BF,BF-COM,Banfora,DFOB,BNR,
DFOD,small_airport,Dedougou Airport,12.45899963,-3.49000001,984,AF,BF,BF-MOU,Dedougou,DFOD,DGU,
DFOG,small_airport,Gaoua Airport,10.29920006,-3.250829935,912,AF,BF,BF-PON,Gaoua,DFOG,XGA,
DFON,small_airport,Nouna Airport,12.75,-3.867000103,886,AF,BF,BF-KOS,Nouna,DFON,XNU,
DFOO,medium_airport,Bobo Dioulasso Airport,11.16009998,-4.33096981,1511,AF,BF,BF-HOU,Bobo Dioulasso,DFOO,BOY,
DFOT,small_airport,Tougan Airport,13.06700039,-3.066999912,984,AF,BF,BF-SOR,Tougan,DFOT,TUQ,
DFOU,small_airport,Diebougou Airport,10.94999981,-3.25,984,AF,BF,BF-BGR,Diebougou,DFOU,XDE,
DFOY,small_airport,Aribinda Airport,14.21700001,-0.883000016,1122,AF,BF,BF-SOM,Aribinda,DFOY,XAR,
DGAA,large_airport,Kotoka International Airport,5.6051898,-0.166786,205,AF,GH,GH-AA,Accra,DGAA,ACC,
DGG,closed,Fishermans Airfield,-9.5128,147.0505,24,OC,PG,PG-CPM,Daugo Island,,DGG,
DGLE,medium_airport,Tamale Airport,9.557189941,-0.863214016,553,AF,GH,GH-NP,Tamale,DGLE,TML,
DGSI,medium_airport,Kumasi Airport,6.714560032,-1.590819955,942,AF,GH,GH-AH,Kumasi,DGSI,KMS,
DGSN,medium_airport,Sunyani Airport,7.361830235,-2.328759909,1014,AF,GH,GH-BA,Sunyani,DGSN,NYI,
DGTK,medium_airport,Takoradi Airport,4.89605999,-1.774760008,21,AF,GH,GH-WP,Sekondi-Takoradi,DGTK,TKD,
DHB,seaplane_base,Deer Harbor SPB,48.61666667,-123.0027778,,NA,US,US-WA,Deer Harbor,,DHB,
DIAP,medium_airport,Port Bouet Airport,5.261390209,-3.926290035,21,AF,CI,CI-01,Abidjan,DIAP,ABJ,
DIAU,small_airport,Abengourou Airport,6.715559959,-3.470279932,676,AF,CI,CI-05,Abengourou,DIAU,OGO,
DIBI,small_airport,Boundiali Airport,9.532999992,-6.467000008,1286,AF,CI,CI-03,Boundiali,DIBI,BXI,
DIBK,medium_airport,Bouaké Airport,7.738800049,-5.07366991,1230,AF,CI,CI-04,,DIBK,BYK,
DIBN,small_airport,Bouna Airport,9.277500153,-3.025279999,1148,AF,CI,CI-08,Bouna,DIBN,BQO,
DIBU,small_airport,Soko Airport,8.017219543,-2.761940002,1247,AF,CI,CI-08,Bondoukou,DIBU,BDK,
DIDK,small_airport,Dimbokro Airport,6.651669979,-4.64056015,344,AF,CI,CI-11,Dimbokro,DIDK,DIM,
DIDL,medium_airport,Daloa Airport,6.792809963,-6.473189831,823,AF,CI,CI-02,,DIDL,DJO,
DIFK,small_airport,Ferkessedougou Airport,9.6,-5.1833333,1102,AF,CI,CI-03,Ferkessedougou,DIFK,FEK,
DIGA,small_airport,Gagnoa Airport,6.132999897,-5.949999809,732,AF,CI,CI-02,Gagnoa,DIGA,GGN,
DIGL,small_airport,Guiglo Airport,6.524990082,-7.478610039,722,AF,CI,CI-19,Guiglo,DIGL,GGO,
DIGN,small_airport,Nero-Mer Airport,4.643413067,-6.923961639,20,AF,CI,CI-09,Grand-Béréby,DIGN,BBV,
DIKO,medium_airport,Korhogo Airport,9.387180328,-5.556660175,1214,AF,CI,CI-03,Korhogo,DIKO,HGO,
DIMN,medium_airport,Man Airport,7.272069931,-7.587359905,1089,AF,CI,CI-06,,DIMN,MJC,
DIOD,small_airport,Odienne Airport,9.5,-7.566999912,1365,AF,CI,CI-10,Odienne,DIOD,KEO,
